咪咕频道,#genre#
CCTV-05咪咕,http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv5
CCTV-05咪咕,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV-05咪咕,http://goo.bkpcp.top/mg/cctv5
CCTV-5+咪咕,http://tv.20191209.xyz:37377/migu/641886773.m3u8?migutoken=dfc218ce4c1ff00475c0aef03e0b883bf8a277b36671d5ca1eb7cc5f7ce7919d01ee050351170891d6e103aa7adea25827c13c901ccf6cdf4a8a370e7fd90c8b198dcb1e8814bbf2ed4fb0c8
CCTV-5+咪咕,http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv5p
CCTV-5+咪咕,http://z.b.bkpcp.top/m.php?id=cctv5p
CCTV-06咪咕,http://tv.20191209.xyz:37377/migu/624878396.m3u8?migutoken=14b6f481c50ac947cd74bf4b212c490bc99f4bebefd4ce18011c9eb269208a0ce9740af370135e855763df734bac8f57f36721ae54b6afc81829420e84f46c65a2de80938b057c6ec23459eb
CCTV-06咪咕,https://wyzy.online:55734/allinone/migu/624878396.m3u8?migutoken=5e952b234b86af47f4a9740e1746ff193d1f0d246d257e6049424871f6c4e96f321ca7b4bcc62f1c3487f438904564f4b3b82f48ec23187c618f489b70cfd5dcb23d780aed13538eeb1b0bf779
CCTV-06咪咕,http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv6
CCTV-06咪咕,http://z.b.bkpcp.top/m.php?id=cctv6
CCTV-06咪咕,http://goo.bkpcp.top/mg/cctv6
CCTV-07咪咕,http://tv.20191209.xyz:37377/migu/673168121.m3u8?migutoken=76fbb50f9a12de455452a0b92fde921c6a9a596f2e4035246492270152653570a478746ff105876f101081cb38974e61faa26aebb018bef93a4d7b8a840fa3beb2b478fdb581d84460caa867
CCTV-07咪咕,https://wyzy.online:55734/allinone/migu/673168121.m3u8?migutoken=d241c72e0abaf706b883a48753858a74a839f7df4c4e9b7486b1da977c876f8047334f101d9c67816043359e34d4ac94f72e07744e1299507b1187882bea374ac7a574e3c8e847d8d87fe9cc74
CCTV-07咪咕,http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv7
CCTV-07咪咕,http://z.b.bkpcp.top/m.php?id=cctv7
CCTV-07咪咕,http://goo.bkpcp.top/mg/cctv7
CCTV-08咪咕,http://tv.20191209.xyz:37377/migu/624878356.m3u8?migutoken=9d347588ab808559db972d3c94b0d970ec130153e4a6dde98c4466f1d3f85f58de23d16994f2f0ed903aa6727a7282cb17103e67b69c8e3f31d253bb78039a4df119e2cfeba6916d123a8003
CCTV-08咪咕,https://wyzy.online:55734/allinone/migu/624878356.m3u8?migutoken=3392f18b17b5af7071a415425fec4905e58467df2617bc818c1ef11f9f91104da70da5cd3fd108fe216a6acab3dc3c91475406eedd564c47fddd506796ae7d811e11ee339269cc69422a61e5de
CCTV-08咪咕,http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv8
CCTV-08咪咕,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV-08咪咕,http://goo.bkpcp.top/mg/cctv8
CCTV-09咪咕,http://tv.20191209.xyz:37377/migu/673168140.m3u8?migutoken=f031388105c748c586faaad9c60beb6810562043675d6edc5e20d12b433d4ca6cb365c3f3ae060a000a9d0dfcfe0e27fef16bfe073d28cb40758aaa79ab380a9015815cfe9bfc4e6413e284a
CCTV-09咪咕,https://wyzy.online:55734/allinone/migu/673168140.m3u8?migutoken=a6c69950a16638304078d7d3cc2cf2a094afcb4072ec2c6cee6f220a2c6d8c41f1bd688bae7ef9ed7772b867c9acd7bec5ebfafd02d0dc111a533c7067bc87e684bc00a754050da19d5def43ee
CCTV-09咪咕,http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv9
CCTV-09咪咕,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV-09咪咕,http://goo.bkpcp.top/mg/cctv9
CCTV-10咪咕,http://tv.20191209.xyz:37377/migu/624878405.m3u8?migutoken=06cf776d6a6cbe5cb707174dfad937c2164030bf7ce5f589493870891966f9cdaa5f56bad6e7874d683d5b1e3d9a6e59d0f7c78276d5ec47d979ae42b67833e261a2dda0118f3edcabd6a85b
CCTV-10咪咕,https://wyzy.online:55734/allinone/migu/624878405.m3u8?migutoken=546beedb25a118c730c6882dde9e627b86019e8fa053786ab2d5fd1d0ad615024abdfb0797f607718467bf5503f78749a5df23439e2a18cd134c2e1e9d19853f271295340112663be12c1b69ef
CCTV-10咪咕,http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv10
CCTV-10咪咕,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV-10咪咕,http://goo.bkpcp.top/mg/cctv10
CCTV-11咪咕,http://tv.20191209.xyz:37377/migu/667987558.m3u8?migutoken=d3962834d5d359e6f7f25a8880b73dac381a999ef87ba6b7f0f985bb5308a73061bbf5a9abdf873debb3b83b31eb7eff72f410c853c86f404b3f3ef269aeb631982e338f1400adcaf902fff7
CCTV-11咪咕,https://wyzy.online:55734/allinone/migu/667987558.m3u8?migutoken=71031ec6292d520e772360e7b5ae46dbfd49b04a95d3f5777002d61b3b57f718bc306c52d66fd63253005e1d90baacd3932d922ed6d5f730ef78b36a1c7495da5cac88de56367dbf5720daa40a
CCTV-11咪咕,http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv11
CCTV-11咪咕,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV-11咪咕,http://goo.bkpcp.top/mg/cctv11
CCTV-12咪咕,http://tv.20191209.xyz:37377/migu/673168185.m3u8?migutoken=3d92babc7a67aec41de5c1dc227d2bd8fd9aa5b6b3edb965f88dd9646adaa606101488515fe666e97721c2225a097e6a0f713f1e60f7427247164488ed52f9ec583d71d650f5382f878e71aa
CCTV-12咪咕,https://wyzy.online:55734/allinone/migu/673168185.m3u8?migutoken=e3f0dd68a5ae0a89b7307ecbf69711dda2625c6725adc21e97e22736f7f96b8ba231315b7284a70f2fb6e27105bc479b11d6ec0bb038d000b696cd2244a903cb100adc230a957f38f1b1072159
CCTV-12咪咕,http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv12
CCTV-12咪咕,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV-12咪咕,http://goo.bkpcp.top/mg/cctv12
CCTV-13咪咕,http://tv.20191209.xyz:37377/migu/608807423.m3u8?migutoken=948b8b51df7e776bcf238bb9088879a2b71a25a424b0d80d5e71375315cda109c5aab5c79693c4324d45ad012e70208234f659abbe606a595a03d29e06ce931ed56f129fbc95a505ab84f72c
CCTV-13咪咕,https://wyzy.online:55734/allinone/migu/608807423.m3u8?migutoken=878d5fc30a48b30b5ea831c487a6a0c959533424b395ca025c1f29cb6742e627274110403da83c3088519ee14df2e312ae86d12fb7fa58b38975dc7c51a599c39470ade6d30c2acd0cf1d6a73d
CCTV-13咪咕,http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv13
CCTV-13咪咕,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV-13咪咕,http://goo.bkpcp.top/mg/cctv13
CCTV-14咪咕,http://tv.20191209.xyz:37377/migu/624878440.m3u8?migutoken=d84c14c00275d7fa951be2b0a959b0c1af15c62e7f86732fa2306e3a92f447f5b841e0cc26645dc89e70e970812e2c07c2fe24ae5c02b854544ed8c99d6c6d668a402d58cf351e77b5311afd
CCTV-14咪咕,https://wyzy.online:55734/allinone/migu/624878440.m3u8?migutoken=86c7fe78691ceea36920d2c0ed8e704f9f9f397a29d80669d7cf3500eb75f973571317e47c3ad30d3bd22591827fbc490c929d04816f0b1c8fae71b3b1df8413dd3338ca6754506897e2051b42
CCTV-14咪咕,http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv14
CCTV-14咪咕,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV-14咪咕,http://goo.bkpcp.top/mg/cctv14
CCTV-15咪咕,http://tv.20191209.xyz:37377/migu/673168223.m3u8?migutoken=91bfd27ec54e6b68df329e3a36e211ea78e34558edc20ae3d76e0cbf89e6012d4e33c760dd200a4a41b2587c50dee210ca66da4ff8be48c4a97a2c7ab22d824ea440cc9c06961aa846be65a0
CCTV-15咪咕,https://wyzy.online:55734/allinone/migu/673168223.m3u8?migutoken=263c7abb3fd20ead8676f7d31e488ebdea9115b8a7b5bb5c4231ad9fc0b86946a10616d0e2f29c07105cfd38ffa384fdcc01224c75909b18e162383b7af9402ae1f3eee44c1326aa11a228a3f8
CCTV-15咪咕,http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv15
CCTV-15咪咕,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV-15咪咕,http://goo.bkpcp.top/mg/cctv15
CCTV-16咪咕,https://stream1.freetv.fun/f5e0459fd9f11d93ac18af88196997db1c71aeb6d27ce1bd24faccb628652629.m3u8
CCTV-17咪咕,http://tv.20191209.xyz:37377/migu/673168256.m3u8?migutoken=eb3fbda758006d66837b5b6ef1b7ab6847a99f05f6b3303861d81e6e1335349499a40c8479d9a801327519db10547f9870398da6796159db51812e236c1b6c07d2c0f7e5bc32101c9cc222dc
CCTV-17咪咕,https://wyzy.online:55734/allinone/migu/673168256.m3u8?migutoken=5838a9a2d53fdbd5234edefff70435e2dd12b1b4015485cc7d6a67ffb501edfd845953f34c0846b0a8bdf2d360c9669d01bf4fccd63ed1cfaa4427c397013060e931977929e6c1a3242e0b9c7f
CCTV-17咪咕,http://ttkx.cc:1380/653哈哈/mg9.php?id=cctv17
CCTV-17咪咕,http://z.b.bkpcp.top/m.php?id=cctv17
CCTV-17咪咕,http://goo.bkpcp.top/mg/cctv17
CCTV4欧洲咪咕,http://tv.20191209.xyz:37377/migu/608807419.m3u8?migutoken=f623911f12100eda47f646cc2a14f2c4563e5d65f3e99dd30284493de9b5ff8389ee51ba62d51bb0a92235ccb1109e54ab6b1b5fe401fe4f60d18b1ccc51f92aa29b70fba7a400ff9058fdf8
CCTV4欧洲咪咕,https://wyzy.online:55734/allinone/migu/608807419.m3u8?migutoken=0307110e4cf287b250605b1039f2f7020d3b5d36f69b3cfab3a93aaa2b9411277da318e01507ae8c436e5a03bb5d2cec5a0e5c5917358aa882ba8d0c7d72014ae8853980c6b79a32ceca5a508b
CCTV4欧洲咪咕,http://z.b.bkpcp.top/m.php?id=cctv4o
CCTV4欧洲咪咕,http://goo.bkpcp.top/mg/cctv4o
CCTV4美洲咪咕,http://tv.20191209.xyz:37377/migu/608807416.m3u8?migutoken=3e58d508ab4bf069dc535fdfc6330dfccfc52c3bb391b5b5602cff12f0acbb883fa9280c7422a00e84eba6fd1e2ddb27dc888d6e63e914595ce9fb917d9462307140d2558dac1fb322c2a85b
CCTV4美洲咪咕,https://wyzy.online:55734/allinone/migu/608807416.m3u8?migutoken=5379fc4b49e4a79e7f0f45886743ebea55123235e57bd6bff476813784da2883e61c7c0a1d421440f241b58311f8f03dd38752886770281a9326cc5cae85c575af62012d9236eaee7532ef15f4
CCTV4美洲咪咕,http://z.b.bkpcp.top/m.php?id=cctv4m
CCTV4美洲咪咕,http://goo.bkpcp.top/mg/cctv4m
东方卫视咪咕,http://tv.20191209.xyz:37377/migu/651632648.m3u8?migutoken=a9a2b71c87ef01a1f546b80d3776d4e2ab5a03525b06b379f6d3ebca3a7a40f732115ab805783c8a8a73e5580900755cdfb3b6d3c2b9308a46141d56b6b629038613c381a9027a60e527e1c8
东方卫视咪咕,http://goo.bkpcp.top/mg/dfws
江苏卫视咪咕,http://tv.20191209.xyz:37377/migu/623899368.m3u8?migutoken=0c1255f44cf0460d401afd9fdc722c6398b97c5880dc9c45f00ae3faa4d208ecd6942cc08a2f3f09bac00b520297cc93d1b83c17d52ade00620508eae303d397c58e8b1deb59c8ac4158cd7d
江苏卫视咪咕,http://z.b.bkpcp.top/m.php?id=jsws
江苏卫视咪咕,http://goo.bkpcp.top/mg/jsws
河南卫视咪咕,http://tv.20191209.xyz:37377/migu/790187291.m3u8?migutoken=086ba6ec3f6268d44a6979043b9df04cccad70c2a183e6b46cc15be2d0bd40d33e0be32880248cf8d79ddcf04a82560af19d8d9cc76b700a59be26618056a02a5f822c76fe3ed7f3e0b81c94
湾区卫视咪咕,http://tv.20191209.xyz:37377/migu/608917627.m3u8?migutoken=9834d810bca2c8694ae0e82057357a221a863429f08360a858b31c312185e541b0c4e94c3f4e5c15838761b6e369b796ec139c7f8c819c0861e03d26cd07a26a6738deb1cade7ee3fa7648dd
CCTV-05+咪咕,https://wyzy.online:55734/allinone/migu/641886773.m3u8?migutoken=a92c85907ac25cbd4f963557553d36f53e456a5c94f312412d67251c36058d49a206c4ee1b6c2a09f1ba104dbb312a5de1e626316dfa8827a50edcbecf0a1192024a01485dc5735fa6095bb00b
CETV1,https://wyzy.online:55734/allinone/migu/923287154.m3u8?migutoken=fca80a3ac5e5c65e9c8c93d1d6544a13dfff00765b73506892ff083483493b79c318d50802be61c75c97133cb2312ca472d73cc771355eb358b15f3b50fab935270b26d0c9a10c67004a006691
CETV2,https://wyzy.online:55734/allinone/migu/923287211.m3u8?migutoken=e7f56b78b23a17ea6d4640a11cdda0745087a46d229ddff125a838e7304edb5c7cd58131cb89f71464d98268c81420e809405e508da8cc5e14d96da3e070a414f6f96a0fa876675587ed275113
CETV4,https://wyzy.online:55734/allinone/migu/923287339.m3u8?migutoken=4236cfdfdfb11dc50f5373b93b3b0fee536cab054047230f167b2bfe89927b5d59b87250e828b2d404c0a7714542f77b74bba8ec33c29dcaf2aed0f7ca64e70dd98aab26fb4c9f6d0402cc038d
海峡卫视,https://wyzy.online:55734/allinone/migu/849119120.m3u8?migutoken=c5ae4acc18c024ef2c5069c86188abedcd6b582d4f47598b436e1f2e1099c9c4b61b0c81233030312036fc330caf1d04320e6c6d4d35518ae9fd4901093445509fa060fce49c3d207b6c739ad7
上海新闻综合,https://wyzy.online:55734/allinone/migu/651632657.m3u8?migutoken=6fdc3cc96c92ba7672c5ed92cd739966b5ebdc01e78391ef0ece05d4e366c1e521440eaffcfc9d534b5fa025cb8594ac5a9212729e2714ab7e2a82d0afd2b1e404b751dbeabd2ef0c890695d89
上视东方影视,https://wyzy.online:55734/allinone/migu/617290047.m3u8?migutoken=0f6eafc8221abe15358649c3080231d290b6f3036ea4cd9c2fce18b53ebea7f64707a7b3e683d44796e770382f9852461d78a88d1ba5412d66bd5b619659bb15e1a73d12f3e7753e8374a7ad40
上视纪实人文,https://wyzy.online:55734/allinone/migu/617289997.m3u8?migutoken=c2ff5db8697c4ac5434e83adaa7cd78e64e89f3fa130c300c79bf166402def439860173aa5f8e1dcaac482eb817dfdc91ae0b6dd8703cd6dbacd0ed4f6216f224dcba7df61bee489ca56f6c313
上海外语,https://wyzy.online:55734/allinone/migu/618954688.m3u8?migutoken=b6945bf44640a2200507a7283847936f57cfd952b4a5db210a4bb9cc909f56844c3b0bebc3481f00729caf89f63821596900a8a7d110ab30e42f2a49c6e2fccd103b3b8e75ff8bad6019bf03f7
上海第一财经,https://wyzy.online:55734/allinone/migu/608780988.m3u8?migutoken=3a516b7be0c57226158e3d6fafa14e16c7fadda28ab84c1eb5719dceb1046afce56cfff66e746fac6717f5dcbfe9038c77a4e447a2cd835b1312f5becda2c67ac464556b1cd4ffe5e800c762b5
七彩戏剧,https://wyzy.online:55734/allinone/migu/796071456.m3u8?migutoken=2f18d73e92bdf987431a5d5cbe5a726c4dc7e9235085e548c6d8db0ff1556c5417236d99d5d8b926cdd67a780731cd5d8827c2d491066a7abca067e266bbf6d5fe2ab06c1e5cb423b9d8737887
优漫卡通频道,https://wyzy.online:55734/allinone/migu/626064703.m3u8?migutoken=941eb540487fc58df6a8a2c0a47033ce54bede958d9dc51cf09bfbba87720d093a6536d3a17784acb1e70e5283f603b75db5b3cd11b1159311b7afb06ed3e41eb954c53cab6843f885f1694a35
大片,https://wyzy.online:55734/allinone/migu/629943678.m3u8?migutoken=1e3291197a7d664b89a8543fd4cabd2a29b0db4eeb55c3ada7d4af48e66b8d29dd7f0ff1de6d8747e8e49aedaeef920fb1a66f805040a8b82294cf8d1d57324876f23dd6c2906c64aa506d33e3
经典香港电影,https://wyzy.online:55734/allinone/migu/625703337.m3u8?migutoken=3162f14f7618fa29d21072317ddeae597f61913859dcd14ad698519b0702cf729db71137f9df3e9dbbd6b43d157d00d5f6be1b2da90c620d93a5254a60257510243c8cc8b3f3aeb83219af8188
军事迷必看大片,https://wyzy.online:55734/allinone/migu/617432318.m3u8?migutoken=46a42f581cf5a7caccb180a97673fc32400c9f30facca8378fd82da1a5a4f3aef847c8454a8bbb93cb71d22854681342351dbf153c10bde961f377249357aefe850d70456a765fac457b26ed2b
新片放映厅,https://wyzy.online:55734/allinone/migu/619495952.m3u8?migutoken=9c6edd5c826184050b0c9c756618c3f89d2949aca3ba6fc3760aaff39ec195e33e2ed9a8f211a7645351d569ad72fe9a30ca6fa6395e17a7444d4c384aeba90e20a0d72d2cd173f551ee1eb72b
chc动作电影,https://wyzy.online:55734/allinone/migu/644368714.m3u8?migutoken=1b27d7de4baba4fe2fd77f5e069e0968d5165d2be8483d8b973c9c0f22c44a5371d9bf0fc5305e663159b096d04fd185e58005d06d271253f21b917ffa190e3e8c5d4e75700d8a71dd537c5391
chc家庭影院,https://wyzy.online:55734/allinone/migu/644368373.m3u8?migutoken=58ecc649cd5fd9e8b8cae3344d0938f8dc65ec9af35583a717836b5965e1bc72edf773593af1e587dd9388239feee723e298ab6d69337feb392c6d0774fde5881bcbcbdccb6b35e33a93371d8d
南方影视,https://wyzy.online:55734/allinone/migu/614961829.m3u8?migutoken=ac2147634301abeba6946264a5d1eddb120654783075c54d7166c0da07444a5d01c559ca977a156b8c49f5a0a2045ac9051b1d4c54c031d41e908eb3d74f0588a7c69b38507c5136874a439514
欢笑剧场,https://wyzy.online:55734/allinone/migu/790187880.m3u8?migutoken=0f1a935b4a59793dd2a9a9a33f10bb1f4947039a89dd2bf2b84646986b13c15ed090c9b20c6a81f4e5e0b22b633b5db7ab688995fd152e9300ccca9360ddf731c401e901e508aa1c352d1c7546
金色剧场,https://wyzy.online:55734/allinone/migu/713591450.m3u8?migutoken=9d9c69d90cb294e5820ec75ec1d893ccd91e8c39a1e85fde28f25d412bb92d8897ad0df391a00a83ee186ee5c3c7c8aa28ee928b2221adbe2a88431e2074457b06596548fb5621825b9e474aab
nba经典,https://wyzy.online:55734/allinone/migu/788815380.m3u8?migutoken=e17250b3b0b1d13b278e8f05f468065ba6fc600b04b5033161fa5fcd85d58b711d94276091786221cc1c3724c3764f06a72be65ba07dfeda742fe338f44296be8945fd198ba8c5fb0c6ed3bc02
五大联赛经典,https://wyzy.online:55734/allinone/migu/780288994.m3u8?migutoken=de65bad2b783b95f372a379b8714691297cc52e2aed94fe1a6144b5e3cdd9208b2ca1bee6b97c07b469bc8903aadc66e2d92609476772829a90a4366fd116e895ef8e36827d6d76262a5d7c4a3
中国足球风云,https://wyzy.online:55734/allinone/migu/788816794.m3u8?migutoken=740a8e0c8be69c47eebd5c35c69eba2e24f7f3423268ba523ae3432ebc6d9372255ec74133106bc52ce7ac31621e1f47ce913c29508e7520bbb8c9315c5bc8fcaca49b1871e72361127cc46a7c
劲爆体育,https://wyzy.online:55734/allinone/migu/796071336.m3u8?migutoken=0e173f65512c0c084a6e7d58c6b1e8c0a2b65a19abc686d2bc32d5a7c6c43224321d5d1e8786b4326f81b9747628053f4cbcaa2b5cf63fbe5f79ba255c02ffe5b7bd724530a0e97190f6466090
魅力足球,https://wyzy.online:55734/allinone/migu/796070308.m3u8?migutoken=cdc6fbde36763bf9ddf876e44033aab4c9f83a3e2c53a574359e11c87fa3714cb8094620777543f41996cf7256cb45de6cf5171932c758aa8368b9e0fd04d5526ff20727612dfb0c0ae35ed61a
四海钓鱼,https://wyzy.online:55734/allinone/migu/895358641.m3u8?migutoken=ed3a515420806206c3f9d5f21d16418005f55acfa608fbc399ad17d62f730ef8e95da18775a75af2f39ef5bcc1e12c9b817751ae3a282f64baa83a2f894bdbe0b9866a93c423bc47729c79add4
咪咕24小时体育台,https://wyzy.online:55734/allinone/migu/654102378.m3u8?migutoken=8519e442e32947fdbd37d381e9854553da1799b6b6322cdf638003d36df52ce7e4f9c2b553272925557e2267b208e71767f3873eee380b29b8344c34b5ba90a18860dba7de168805984cc60f6f
嘉佳卡通,https://wyzy.online:55734/allinone/migu/614952364.m3u8?migutoken=c18aa49961ce1bbabea276f8a7d1d6717733202652fcb435d0fd404cd7b02a37ebd774fcc84f520aaf10cd4c7b8e1256ae2cf22a18b202c562ae3971cd5ef8edeea7223974f06ec31b9329dbad
CGT西语,http://ttkx.cc:1380/653哈哈/mg9.php?id=cgtne
CGT法语,http://ttkx.cc:1380/653哈哈/mg9.php?id=cgtnf
发现之旅,http://ttkx.cc:1380/653哈哈/mg9.php?id=fxzl
中学生台,http://ttkx.cc:1380/653哈哈/mg9.php?id=zxs
广东卫视,http://ttkx.cc:1380/653哈哈/mg9.php?id=gdws
江苏教育,http://ttkx.cc:1380/653哈哈/mg9.php?id=jsjy
军事大片,http://ttkx.cc:1380/653哈哈/mg9.php?id=jsdp
熊猫1,http://ttkx.cc:1380/653哈哈/mg9.php?id=xm1
熊猫2,http://ttkx.cc:1380/653哈哈/mg9.php?id=xm2
熊猫6,http://ttkx.cc:1380/653哈哈/mg9.php?id=xm6
熊猫7,http://ttkx.cc:1380/653哈哈/mg9.php?id=xm7 
熊猫8,http://ttkx.cc:1380/653哈哈/mg9.php?id=xm8
家庭影院咪咕,http://z.b.bkpcp.top/m.php?id=jtyy
家庭影院咪咕,http://goo.bkpcp.top/mg/chcjt
东方影视咪咕,http://z.b.bkpcp.top/m.php?id=shys
陕西卫视咪咕,http://z.b.bkpcp.top/m.php?id=sxws
陕西卫视咪咕,http://goo.bkpcp.top/mg/sxws
湖北卫视咪咕,http://z.b.bkpcp.top/m.php?id=hubws
湖北卫视咪咕,http://goo.bkpcp.top/mg/hubws
江西卫视咪咕,http://z.b.bkpcp.top/m.php?id=jxws
江西卫视咪咕,http://goo.bkpcp.top/mg/jxws
广东卫视咪咕,http://z.b.bkpcp.top/m.php?id=gdws
游戏风云咪咕,http://z.b.bkpcp.top/m.php?id=yxfy
游戏风云咪咕,http://goo.bkpcp.top/mg/yxfy
七彩戏剧咪咕,http://z.b.bkpcp.top/m.php?id=qcxj
欢笑剧场咪咕,http://z.b.bkpcp.top/m.php?id=hxjc
劲爆体育咪咕,http://z.b.bkpcp.top/m.php?id=jbty
魅力足球咪咕,http://z.b.bkpcp.top/m.php?id=mlzq
CGT西语咪咕,http://goo.bkpcp.top/mg/cgtne
CGT阿语咪咕,http://goo.bkpcp.top/mg/cgtna
CGT法语咪咕,http://goo.bkpcp.top/mg/cgtnf
动作电影咪咕,http://goo.bkpcp.top/mg/chcdz
海南卫视咪咕,http://goo.bkpcp.top/mg/hinws
四海钓鱼咪咕,http://goo.bkpcp.top/mg/shdy
山东教育咪咕,http://goo.bkpcp.top/mg/sdjy
之江纪录咪咕,http://goo.bkpcp.top/mg/zjjl
杭州综合咪咕,http://goo.bkpcp.top/mg/hzzh
杭州明珠咪咕,http://goo.bkpcp.top/mg/hzmz
杭州生活咪咕,http://goo.bkpcp.top/mg/hzsh
杭州影视咪咕,http://goo.bkpcp.top/mg/hzys
杭州少体咪咕,http://goo.bkpcp.top/mg/hzse
嵊泗综合咪咕,http://goo.bkpcp.top/mg/ssxwzh
经典电影咪咕,http://goo.bkpcp.top/mg/jdxgdy
军事大片咪咕,http://goo.bkpcp.top/mg/jsdp
热剧联播咪咕,http://goo.bkpcp.top/mg/rjlb
新片映厅咪咕,http://goo.bkpcp.top/mg/xpfyt
Y+剧场台咪咕,http://goo.bkpcp.top/mg/yjjc
熊猫高清咪咕,http://goo.bkpcp.top/mg/xmhd
熊猫频壹咪咕,http://goo.bkpcp.top/mg/xm1
熊猫频贰咪咕,http://goo.bkpcp.top/mg/xm2
熊猫频叁咪咕,http://goo.bkpcp.top/mg/xm3
熊猫频肆咪咕,http://goo.bkpcp.top/mg/xm4
熊猫频伍咪咕,http://goo.bkpcp.top/mg/xm5
