



移动专区,#genre#
cctv14,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$移动线路
cctv15,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8$移动线路
cctv15,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$移动线路
cctv16,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$移动线路
cctv17,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$移动线路



北京卫视4k,http://124.222.114.206/bj4kdl.php
安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8$东北线路
兵团卫视,http://39.134.67.108/PLTV/88888888/224/3221226005/1.m3u8$东北线路
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8$东北线路
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8$东北线路
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221225974/1.m3u8$东北线路
海南卫视,http://39.134.67.108/PLTV/88888888/224/3221226026/1.m3u8$东北线路
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225961/1.m3u8$东北线路
河南卫视,http://39.134.67.108/PLTV/88888888/224/3221226023/1.m3u8$东北线路
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8$东北线路
辽宁卫视,http://39.134.67.108/PLTV/88888888/224/3221225944/1.m3u8$东北线路
内蒙古卫视,http://39.134.67.108/PLTV/88888888/224/3221226017/1.m3u8$东北线路
宁夏卫视,http://39.134.67.108/PLTV/88888888/224/3221226028/1.m3u8$东北线路
青海卫视,http://39.134.67.108/PLTV/88888888/224/3221225948/1.m3u8$东北线路
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8$东北线路
山西卫视,http://39.134.67.108/PLTV/88888888/224/3221226009/1.m3u8$东北线路
陕西卫视,http://39.134.67.108/PLTV/88888888/224/3221225989/1.m3u8$东北线路
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221225970/1.m3u8$东北线路
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225943/1.m3u8$东北线路
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8$东北线路
新疆卫视,http://39.134.67.108/PLTV/88888888/224/3221225999/1.m3u8$东北线路
西藏卫视,http://39.134.67.108/PLTV/88888888/224/3221225951/1.m3u8$东北线路
云南卫视,http://39.134.67.108/PLTV/88888888/224/3221225957/1.m3u8$东北线路
延边卫视,http://39.134.67.108/PLTV/88888888/224/3221226040/1.m3u8$东北线路
黑龙江都市,http://39.134.67.108/PLTV/88888888/224/3221225969/1.m3u8$东北线路
黑龙江法治,http://39.134.67.108/PLTV/88888888/224/3221225967/1.m3u8$东北线路
黑龙江文体,http://39.134.67.108/PLTV/88888888/224/3221225965/1.m3u8$东北线路
黑龙江影视,http://39.134.67.108/PLTV/88888888/224/3221225973/1.m3u8$东北线路
黑龙江少儿,http://39.134.67.108/PLTV/88888888/224/3221225979/1.m3u8$东北线路
黑龙江农科,http://39.134.67.108/PLTV/88888888/224/3221225994/1.m3u8$东北线路

安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225923/1.m3u8$东北线路
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225927/1.m3u8$东北线路
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225931/1.m3u8$东北线路
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225942/1.m3u8$东北线路
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225960/1.m3u8$东北线路
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221225950/1.m3u8$东北线路
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225962/1.m3u8$东北线路
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225991/1.m3u8$东北线路
湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221225975/1.m3u8$东北线路
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225929/1.m3u8$东北线路
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225938/1.m3u8$东北线路
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225995/1.m3u8$东北线路
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225997/1.m3u8$东北线路
浙江卫视,http://39.134.67.108/PLTV/88888888/224/3221225959/1.m3u8$东北线路
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221226038/1.m3u8$东北线路
广西卫视,http://39.134.67.108/PLTV/88888888/224/3221226024/1.m3u8$东北线路
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221226030/1.m3u8$东北线路
黑龙江卫视,http://39.134.67.108/PLTV/88888888/224/3221226006/1.m3u8$东北线路
湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221226015/1.m3u8$东北线路
湖南卫视,http://39.134.67.108/PLTV/88888888/224/3221226000/1.m3u8$东北线路
吉林卫视,http://39.134.67.108/PLTV/88888888/224/3221226013/1.m3u8$东北线路
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221226034/1.m3u8$东北线路
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221226014/1.m3u8$东北线路
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221226003/1.m3u8$东北线路
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221226001/1.m3u8$东北线路
浙江卫视,http://39.134.67.108/PLTV/88888888/224/3221225959/1.m3u8$东北线路

东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225942/1.m3u8$东北线路

广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8$东北线路

江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225938/1.m3u8$东北线路

江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8$东北线路

海南卫视,http://39.134.67.108/PLTV/88888888/224/3221226026/1.m3u8$东北线路

湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221225975/1.m3u8$东北线路

吉林卫视,http://39.134.67.108/PLTV/88888888/224/3221226013/1.m3u8$东北线路

东南卫视,http://39.134.67.108/PLTV/88888888/224/3221225950/1.m3u8$东北线路
咪咕视频,http://39.134.67.108/PLTV/88888888/224/3221225895/1.m3u8$东北线路
咪咕体育,http://39.134.67.108/PLTV/88888888/224/3221225897/1.m3u8$东北线路
咪咕视频,http://39.134.67.108/PLTV/88888888/224/3221226027/1.m3u8$东北线路
咪咕体育,http://39.134.67.108/PLTV/88888888/224/3221226031/1.m3u8$东北线路
黑龙江文体,http://39.134.67.108/PLTV/88888888/224/3221226012/1.m3u8$东北线路
黑龙江都市,http://39.134.67.108/PLTV/88888888/224/3221225990/1.m3u8$东北线路
黑龙江农业科教,http://39.134.67.108/PLTV/88888888/224/3221225994/1.m3u8$东北线路
黑龙江农业科教,http://39.134.67.108/PLTV/88888888/224/3221225998/1.m3u8$东北线路
黑龙江新闻法治,http://39.134.67.108/PLTV/88888888/224/3221225967/1.m3u8$东北线路
黑龙江新闻法治,http://39.134.67.108/PLTV/88888888/224/3221225992/1.m3u8$东北线路
睛彩竞技,http://39.134.67.108/PLTV/88888888/224/3221226046/1.m3u8$东北线路
新闻综合,http://39.134.67.108/PLTV/88888888/224/3221226062/1.m3u8$东北线路
新闻综合,http://39.134.67.108/PLTV/88888888/224/3221225993/1.m3u8$东北线路

湖南卫视,http://39.134.65.194/PLTV/88888888/224/3221225506/1.m3u8$移动专线
江苏卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225722/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
浙江卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225731/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
东方卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225718/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
广东卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225666/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
深圳卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225725/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
北京卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225651/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
天津卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225675/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
山东卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225672/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
湖北卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225721/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
黑龙江卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225734/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
河北卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225773/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
安微卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225701/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
辽宁卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225779/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
东南卫视,http://39.134.67.110/PLTV/88888888/224/3221225950/1.m3u8$移动专线
重庆卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225745/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
四川卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225757/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
广西卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225767/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
云南卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225794/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
河南卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225806/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
贵州卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225770/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
吉林卫视,http://39.134.65.207/PLTV/88888888/224/3221225981/1.m3u8$移动专线
海南卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225752/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线
甘肃卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225764/index.m3u8?servicetype=1&IASHttpSessionId=OTT$移动专线




北京卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225889/index.m3u8?servicetype=1$广西专线
天津卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225675/index.m3u8?servicetype=1$广西专线
江苏卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226025/index.m3u8?servicetype=1$广西专线
贵州卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225770/index.m3u8?servicetype=1$广西专线
吉林卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225678/index.m3u8?servicetype=1$广西专线
黑龙江卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225734/index.m3u8?servicetype=1$广西专线
广东卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225666/index.m3u8?servicetype=1$广西专线
重庆卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225898/index.m3u8?servicetype=1$广西专线
浙江卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225731/index.m3u8?servicetype=1$广西专线
东方卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225718/index.m3u8?servicetype=1$广西专线
东南卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225904/index.m3u8?servicetype=1$广西专线
湖北卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225954/index.m3u8?servicetype=1$广西专线
安徽卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225886/index.m3u8?servicetype=1$广西专线
山东卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226010/index.m3u8?servicetype=1$广西专线
河南卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225802/index.m3u8?servicetype=1$广西专线
山西卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225785/index.m3u8?servicetype=1$广西专线
河北卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225773/index.m3u8?servicetype=1$广西专线
四川卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225757/index.m3u8?servicetype=1$广西专线
湖南卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225919/index.m3u8?servicetype=1$广西专线
深圳卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225725/index.m3u8?servicetype=1$广西专线
大湾区卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225748/index.m3u8?servicetype=1$广西专线
广东珠江,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225717/index.m3u8?servicetype=1$广西专线
青海卫视,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225705/index.m3u8?servicetype=1$广西专线






湖南卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8$移动线路
湖南卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8$移动线路
浙江卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8$移动线路
浙江卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8$移动线路
江苏卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8$移动线路
江苏卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8$移动线路
东方卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8$移动线路
东方卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8$移动线路
北京卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8$移动线路
北京卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8$移动线路
黑龙江卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8$移动线路
安徽卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8$移动线路
湖北卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8$移动线路
湖北卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8$移动线路
深圳卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$移动线路
深圳卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8$移动线路
天津卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8$移动线路
天津卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8$移动线路
重庆卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8$移动线路
重庆卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8$移动线路
江西卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8$移动线路
东南卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8$移动线路
东南卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8$移动线路
四川卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8$移动线路
四川卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226513/index.m3u8$移动线路
河北卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8$移动线路
河北卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225623/index.m3u8$移动线路
河北卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226448/index.m3u8$移动线路
贵州卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8$移动线路
贵州卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8$移动线路
贵州卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226383/index.m3u8$移动线路
山东卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8$移动线路
辽宁卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8$移动线路
辽宁卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8$移动线路
海南卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8$移动线路
海南卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8$移动线路
海南卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8$移动线路
河南卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8$移动线路
河南卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226320/index.m3u8$移动线路
吉林卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8$移动线路
吉林卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226386/index.m3u8$移动线路
广东卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$移动线路
广东卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226374/index.m3u8$移动线路
广西卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8$移动线路
广西卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8$移动线路
陕西卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8$移动线路
陕西卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8$移动线路
山西卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8$移动线路
山西卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8$移动线路
云南卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8$移动线路
甘肃卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8$移动线路
青海卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8$移动线路
青海卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8$移动线路
新疆卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8$移动线路
新疆卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8$移动线路
宁夏卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8$移动线路
宁夏卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8$移动线路
内蒙古卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8$移动线路
内蒙古卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8$移动线路
西藏卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8$移动线路
西藏卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8$移动线路
兵团卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8$移动线路
延边卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8$移动线路
山东教育卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8$移动线路
安多卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8$移动线路
康巴卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8$移动线路
北京纪实,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8$移动线路






电信专区,#genre#









CCTV1,http://ycsj.aguihome.com:4022/rtp/233.50.201.118:5140
CCTV2,http://ycsj.aguihome.com:4022/rtp/233.50.201.119:5140
CCTV3,http://ycsj.aguihome.com:4022/rtp/233.50.201.196:5140
CCTV4,http://ycsj.aguihome.com:4022/rtp/233.50.200.101:5140
CCTV5,http://ycsj.aguihome.com:4022/rtp/233.50.201.197:5140
CCTV5+,http://ycsj.aguihome.com:4022/rtp/233.50.201.220:5140
CCTV6,http://ycsj.aguihome.com:4022/rtp/233.50.201.198:5140
CCTV7,http://ycsj.aguihome.com:4022/rtp/233.50.201.120:5140
CCTV8,http://ycsj.aguihome.com:4022/rtp/233.50.201.199:5140
CCTV9,http://ycsj.aguihome.com:4022/rtp/233.50.201.121:5140
CCTV10,http://ycsj.aguihome.com:4022/rtp/233.50.201.122:5140
CCTV11,http://ycsj.aguihome.com:4022/rtp/233.50.200.132:5140
CCTV12,http://ycsj.aguihome.com:4022/rtp/233.50.201.123:5140
CCTV13,http://ycsj.aguihome.com:4022/rtp/233.50.201.246:5140
CCTV14,http://ycsj.aguihome.com:4022/rtp/233.50.201.124:5140
CCTV15,http://ycsj.aguihome.com:4022/rtp/233.50.200.133:5140
CCTV16,http://ycsj.aguihome.com:4022/rtp/233.50.200.112:5140
CCTV17,http://ycsj.aguihome.com:4022/rtp/233.50.200.113:5140
湖南卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.103:5140
北京卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.107:5140
浙江卫视,http://ycsj.aguihome.com:4022/rtp/233.50.200.231:5140
东方卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.125:5140
江苏卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.106:5140
江西卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.145:5140
广东卫视,http://ycsj.aguihome.com:4022/rtp/233.50.200.187:5140
东南卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.146:5140
深圳卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.101:5140
四川卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.139:5140
天津卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.104:5140
安徽卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.113:5140
山东卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.105:5140
河北卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.140:5140
河南卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.144:5140
海南卫视,http://ycsj.aguihome.com:4022/rtp/233.50.200.165:5140
湖北卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.114:5140
云南卫视,http://ycsj.aguihome.com:4022/rtp/233.50.200.115:5140
吉林卫视,http://ycsj.aguihome.com:4022/rtp/233.50.202.42:5140
贵州卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.142:5140
辽宁卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.141:5140
重庆卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.143:5140
黑龙江卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.115:5140












CCTV1,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV1HD
CCTV2,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV2HD
CCTV3,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV3HD
CCTV4,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV4HD
CCTV5,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV5HD
CCTV5+,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV5_HD
CCTV6,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV6HD
CCTV7,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV7HD
CCTV8,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV8HD
CCTV9,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV9HD
CCTV10,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV10HD
CCTV11,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV11
CCTV12,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV12HD
CCTV13,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV13
CCTV14,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV14HD
CCTV15,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV15
CCTV16,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV16HD
CCTV17,http://live.nctv.top/IQDJpiryt/wntv.php?id=CCTV17HD














CCTV1,http://113.64.146.32:2024/hls/18/index.m3u8
CCTV2,http://113.64.146.32:2024/hls/19/index.m3u8
CCTV3,http://113.64.146.32:2024/hls/20/index.m3u8
CCTV4,http://113.64.146.32:2024/hls/21/index.m3u8
CCTV5,http://113.64.146.32:2024/hls/22/index.m3u8
CCTV6,http://113.64.146.32:2024/hls/23/index.m3u8
CCTV7,http://113.64.146.32:2024/hls/24/index.m3u8
CCTV8,http://113.64.146.32:2024/hls/25/index.m3u8
CCTV9,http://113.64.146.32:2024/hls/26/index.m3u8
CCTV10,http://113.64.146.32:2024/hls/28/index.m3u8
CCTV11,http://113.64.146.32:2024/hls/29/index.m3u8
CCTV12,http://113.64.146.32:2024/hls/30/index.m3u8
CCTV13,http://113.64.146.32:2024/hls/31/index.m3u8
CCTV14,http://113.64.146.32:2024/hls/32/index.m3u8
CCTV15,http://113.64.146.32:2024/hls/33/index.m3u8
CCTV17,http://113.64.146.32:2024/hls/34/index.m3u8
广东珠江,http://113.64.146.32:2024/hls/36/index.m3u8
广东新闻,http://113.64.146.32:2024/hls/37/index.m3u8
广东公共,http://113.64.146.32:2024/hls/38/index.m3u8
广东体育,http://113.64.146.32:2024/hls/39/index.m3u8
热播剧场,http://113.64.146.32:2024/hls/40/index.m3u8
经济科教,http://113.64.146.32:2024/hls/41/index.m3u8
广东影视,http://113.64.146.32:2024/hls/42/index.m3u8
